"page","diagram_number","players","year","solution_move","solution_move_with_notation","solution_full_move","solution_full_text","solution_turn","fen","api_turn","image_path","image_page","header_page","solution_page"
"399","525","Leko - Topalov","2009","Rd8","Rd8!","13... Rd8!","13...Rd8! Black can’t castle (since the king has moved - you should realize this when seeing the pawn structure!), and exchanging one pair of rooks makes it easier to live with less space. Black should carry out this plan immediately, otherwise it can be stopped by Rad1. However, Black wants to keep the second rook, for several reasons. Firstly, the presence of a rook makes it harder for White to advance the kingside pawn majority, as this would expose White’s king. On a more general note, a rook tends to cooperate well with a bishop or pair of bishops. Furthermore, preserving one rook reduces the risk of Black ending up in a bad endgame with a single bad bishop against a stronger knight. A test solver mentioned the strange-looking 13...Rg8!? to prepare ...f7-f6. However, after 14.Ne4! it’s time to revert to the main plan: 14...Rd8=","black","","","data_output/extracted_images/diagram_472_page_400.png","400","399","400"
"399","526","Anand - Karjakin","2009","Rd8","Rd8!","13... Rd8!","13...Rd8! Black can’t castle (since the king has moved - you should realize this when seeing the pawn structure!), and exchanging one pair of rooks makes it easier to live with less space. Black should carry out this plan immediately, otherwise it can be stopped by Rad1. However, Black wants to keep the second rook, for several reasons. Firstly, the presence of a rook makes it harder for White to advance the kingside pawn majority, as this would expose White’s king. On a more general note, a rook tends to cooperate well with a bishop or pair of bishops. Furthermore, preserving one rook reduces the risk of Black ending up in a bad endgame with a single bad bishop against a stronger knight. A test solver mentioned the strange-looking 13...Rg8!? to prepare ...f7-f6. However, after 14.Ne4! it’s time to revert to the main plan: 14...Rd8=","black","","","data_output/extracted_images/diagram_473_page_400.png","400","399","400"
"400","527","Topalov - Anand","2010","b6","b6!","11... b6!","11...b6! Black doesn’t want to capture on d4 yet, opening the c-file for White’s rook. Instead, Anand makes a standard move offering a pawn sacrifice. 11...cxd4 12.cxd4 b6 13.Rc1 Bb7 14.d5² 12.dxc5 This is the critical move to check. 12.Qd2 was the game continuation. 12.Rc1 is met by 12...e5!„ and if White answers with d4-d5, Black is satisfied to have the c-pawns on the board. 12...bxc5 12...Qc7 is also a normal move, to open the a-file as well. 13.Bxc5 Qc7 Black’s activity and use of the c4- square yield enough compensation for the pawn.","black","","","data_output/extracted_images/diagram_474_page_401.png","401","400","401"
"401","528","Hammer - Carlsen","2010","h4","h4!","21... h4!","21...h4! Gaining space. The tactical justification is so standard that we can call it a positional motif. 21...Qf8 22.Rd1 Bh6 23.Qe1² 22.Bf4 The h-pawn can become weak, of course, but Black trusts that he will achieve a pawn lever with the b- or d-pawns if White goes after it. 22.Bxh4 Nxe4! is the tactical point, when White is worse in every line: 23.Qe1 (23.Bxd8? Nxd2-+; 23.Nxe4? Qxh4 and if 24.Nxd6? Rd8 White loses one of the knights.) 23...g5!³ Forcing the exchange of knight for bishop is the most ambitious approach, giving Black excellent prospects on the dark squares. (But even after the more modest 23...Bf6 or 23...Nf6, Black would benefit from exchanging the h-pawn for White’s central pawn. The b7-bishop would certainly approve!) 22...Rc5!? It’s worth including a few more moves to see how Carlsen uses the h-pawn. 22...Nh5 23.Be3 Ba8² is a reasonable alternative. 23.Re1 23.Kg1!² is an improvement pointed out by a test solver. 23...Nh5 24.Be3 Ng3+! 25.Kg1 25.hxg3? hxg3 is too dangerous for White. (The analysis contains some nice points, but the details are too much for this book.) 25...Nxf1 Black soon gained a strong attack on the light squares.","black","","","data_output/extracted_images/diagram_475_page_401.png","401","401","402"
"402","529","Bluvshtein - Topalov","2010","e5","e5!","13. e5!","13.e5! This is a theoretical position, but it finds its way into the book because it’s a standard method which can be applied in similar positions. White takes concrete measures before Black has developed with ...Qc7, ...Rfd8 and ...Rac8. 13...dxe5 14.Qxd8 Rfxd8 15.Nxe5 Bxg2 16.Kxg2 The c6-square is White’s first asset. 16...Bf8 16...Rdc8 can be met by: 17.b4!? Not the only good move. 17...Nce4 (17...Nb7? 18.Na4! Bd8 19.Rxd8+!+-) 18.Nxe4 Nxe4 19.Nd7² 17.Bxc5!? 17.f4 was Karpov’s move. 17...Bxc5 17...bxc5 18.Na4² The knights will soon enter, giving White control over the d-file. 18.Na4 Rac8 18...Kf8? 19.b4! Bxb4 20.Nxb6 is winning for White. 19.Nxc5 bxc5 20.a3² Instead of trying to put pressure on the “weak” d6-pawn, the best idea was to exchange it straight away, leaving White with a pleasant edge in the resulting endgame.","white","","","data_output/extracted_images/diagram_476_page_403.png","403","402","403"
"402","530","Karpov - Milliet","2010","e5","e5!","13. e5!","13.e5! This is a theoretical position, but it finds its way into the book because it’s a standard method which can be applied in similar positions. White takes concrete measures before Black has developed with ...Qc7, ...Rfd8 and ...Rac8. 13...dxe5 14.Qxd8 Rfxd8 15.Nxe5 Bxg2 16.Kxg2 The c6-square is White’s first asset. 16...Bf8 16...Rdc8 can be met by: 17.b4!? Not the only good move. 17...Nce4 (17...Nb7? 18.Na4! Bd8 19.Rxd8+!+-) 18.Nxe4 Nxe4 19.Nd7² 17.Bxc5!? 17.f4 was Karpov’s move. 17...Bxc5 17...bxc5 18.Na4² The knights will soon enter, giving White control over the d-file. 18.Na4 Rac8 18...Kf8? 19.b4! Bxb4 20.Nxb6 is winning for White. 19.Nxc5 bxc5 20.a3² Instead of trying to put pressure on the “weak” d6-pawn, the best idea was to exchange it straight away, leaving White with a pleasant edge in the resulting endgame.","white","","","data_output/extracted_images/diagram_477_page_403.png","403","402","403"
"403","531","Ponomariov - Moranda","2010","0-0","0-0!","13. 0-0!","13.0-0! It’s better to redeploy the knight via h1 and f2, rather than obstructing castling with Nf1. 13.Bg5 is met with 13...c4!÷ when the bishop would have preferred to be on e3. Note that White can’t castle short due to the check on b6. 13...Nh7 13...h4 14.Nh1 h3?! is premature in view of: 15.g4!+/- 14.Qd2 h4 15.Nh1 f5 Many games have reached this position, with a 58% score for White.","white","","","data_output/extracted_images/diagram_478_page_404.png","404","403","404"
"404","532","Khalifman - Puusep","2011","c5","c5!","12. c5!","12.c5! Undermining the defence of the e5-pawn. 12.Qc2² gives White a modest plus. 12...dxc5","white","","","data_output/extracted_images/diagram_479_page_404.png","404","404","404"
"405","533","Anand - Howell","2011","Kf8","Kf8!","22... Kf8!","Black is a pawn up, but White has a crude attack along the h-file. 22...Kf8! Ensuring that Qxh7 will not come with check. White has no time to take back the pawn. 22...h6?! is met by 23.Bxh6 when Black can’t take the bishop, although 23...g6= is still okay. (23...Qg4 24.Qxg4 Nxg4 25.Bxg7!²); 22...h5!? is another standard defence which is good enough for equality. 23.Bxf6 Bxf6 24.Qxh5 g6 The fianchettoed bishop defends the king well. 25.Qh7+ Kf8 26.Qh6+ Black can avoid the repetition. The isolated d-pawn is not a problem because it’s also a passer, and because Black can challenge the blockading knight with ...Re4. 23.Nf3 23.Rd1 Bd8³; 23.Bxf6?? Bxf6 24.Qxh7 Bxd4-+ 23...Rac8 24.Bxf6 Bxf6 25.Qxh7 It is now possible to capture on b2, but 25...Rc4!µ is the strongest move, preparing to block the e-file if White starts checking.","black","","","data_output/extracted_images/diagram_480_page_405.png","405","405","405"
"405","534","Topalov - Greet","2012","f3","f3!","11. f3!","11.f3! Instead of retreating or defending the knight, White wants to open the centre to increase the scope of the g2-bishop and punish Black’s slow development. Simple tactics are used to carry out positional objectives. Topalov played 11.h4 and this book’s editor went on to win, finishing with a discovered-check motif that would have been at home in the first Woodpecker. 11...exf3 The point is that 11...Bxg5 12.Bxg5 Qxg5 is met by 13.Nxd5+- when the knight cannot be captured and the centre soon opens up. 11...Nxc3? s refuted by 12.Qf7+ Kd7 13.bxc3 when the knight still can’t be captured, now because of a different pin. 12.Bxf3+- Other captures are also strong, but this one is best. Captures on g5 are met in the same way, and Black is desperately behind in development with the centre opening up.","white","","","data_output/extracted_images/diagram_481_page_406.png","406","405","406"
"406","535","Areshchenko - Topalov","2013","h4","h4!","13. h4!","13.h4!+/- Stopping Black from grabbing space with ...g7-g5. It may seem counterintuitive to move a pawn on the wing where White may wish to castle, but it’s an important prophylactic move before starting the promising attack on the queenside. White can delay castling: in the game the king moved to f1 twenty moves later.","white","","","data_output/extracted_images/diagram_482_page_407.png","407","406","407"
"407","536","Korobov - Topalov","2013","e4","e4","14... e4","14...e4 Chasing away the main defender of White’s king. 15.Nd2 Bg6! Forcing White to either","black","","","data_output/extracted_images/diagram_483_page_407.png","407","407","407"
"408","537","Ponomariov - Etienne Bacrot","2013","Bb5","Bb5!","17... Bb5!","17...Bb5! Giving a pawn to avoid suffering after f2-f4. 17...Qxb6? 18.f4+/- 18.Naxb5 axb5 19.Nxb5 Qxb6 20.Na3 Aimed at controlling the c4-square, but in the long run White might have problems with this knight. 20...Qb3© The start of a typical queenside invasion.","black","","","data_output/extracted_images/diagram_484_page_408.png","408","408","408"
"408","538","Anand - Nakamura","2014","g5","g5!","8... g5!","8...g5! White has castled, so Black takes the opportunity to launch a flank operation - attacking the centre. With the c-pawns exchanged, White would conveniently be able to defend the d-pawn with Nb3, but now, that runs into a fork. 9.dxc5?! A concession, giving Black a pleasant game after capturing either of the available pawns. 9.h3 would be met by 9...h5. 9.Kh1!? and 9.b3!? are the critical moves.","black","","","data_output/extracted_images/diagram_485_page_409.png","409","408","409"
"409","539","Tarasov - Khalifman","2014","e5","e5!","16... e5!","16...e5! Threatening ...Bxd5 (with a good knight against a bad bishop) without getting a backward pawn on e7. It’s also important to open the d8-h4 diagonal for the queen. 17.Rh3 h5 With the pawn still on e7, White would have been able to crash through with Rxh5. 18.Nc3 Avoiding ...Bxd5. 18...Nc5 Black’s position is preferable.","black","","","data_output/extracted_images/diagram_486_page_409.png","409","409","410"
"410","540","Anand - Carlsen","2015","Nh6","Nh6+!","21. Nh6+!","21.Nh6+! Bxh6 21...Kf8?! is dangerous, as White may soon arrange f2-f4. 22.Bxh6+/- Even though it’s not possible to exploit them for the moment, Black’s dark squares are chronically weak.","white","","","data_output/extracted_images/diagram_487_page_410.png","410","410","410"
"410","541","Caruana - Kasparov","2016","exf4","exf4!","16... exf4!","16...exf4! Avoiding f4-f5. 17.Bxf4 Ne5µ White’s knight is not happy on a4.","black","","","data_output/extracted_images/diagram_488_page_411.png","411","410","411"
"411","542","Karjakin - Topalov","2016","Rc8","Rc8?","17... Rc8?","In this exercise we will see why 17...Rc8? was a worse move than 17...Bf6!. 18.h6! Black can’t avoid having the h-file opened. 18.gxh7+? is met by 18...Kh8 19.h6 g6µ when the kingside is kept closed. 18.Rdg1 Bf6 19.h6+/- is promising for White, but including the additional moves before h5-h6 has slightly improved Black’s chances. 18...fxg6 19.Nxe6 Without any ...Bxc3 ideas to worry about,","black","","","data_output/extracted_images/diagram_489_page_411.png","411","411","411"
"412","543","Anand - Pelletier","2017","f5","f5!","18. f5!","18.f5! Otherwise Black would control the f5-square with ...Ne7. 18...exf5 If Black kept the tension, then f5-f6 ideas would have been unpleasant (perhaps with Bg5 coming first). But White is also better after the text move, with g5 and f4 being nice squares for the bishop and knights. Black’s king is vulnerable wherever it goes. There is no need to see more moves.","white","","","data_output/extracted_images/diagram_490_page_412.png","412","412","412"
"412","544","Kasparov - Nakamura","2017","g4","g4!","12. g4!","12.g4!+/- Playing in Alpha Zero’s style. The flank attack is justified because Black can’t attack White’s king. 12...Qd5 13.Qxd5 Nxd5 14.g5+/- Even after the queen exchange, White’s attack is strong.","white","","","data_output/extracted_images/diagram_491_page_413.png","413","412","413"
"417","546","Steinitz - Mongredien","1862","d5","d5!","10... d5!","10...d5! Developing with tempo. 11.Bc2 11.Bf3 Qd6 Black defends the d5-pawn and threatens ...e6- e5. After 12.0-0-0 Rb8µ an attack is coming up. 11...e5!µ White is more or less forced to castle long soon, leaving temporarily weak pawns on g2 and f2.","black","","","data_output/extracted_images/diagram_492_page_418.png","418","417","418"
"417","547","Blackburne - Steinitz","1862","d5","d5!","10... d5!","10...d5! Developing with tempo. 11.Bc2 11.Bf3 Qd6 Black defends the d5-pawn and threatens ...e6- e5. After 12.0-0-0 Rb8µ an attack is coming up. 11...e5!µ White is more or less forced to castle long soon, leaving temporarily weak pawns on g2 and f2.","black","","","data_output/extracted_images/diagram_493_page_418.png","418","417","418"
"418","548","Green - Steinitz","1864","Ne7","Ne7!","13... Ne7!","13...Ne7!³ Redirecting the knight to the attack. 13...Rg6 gave White the opportunity for 14.Bb5!, which he failed to take.","black","","","data_output/extracted_images/diagram_494_page_418.png","418","418","418"
"419","549","Green - Steinitz","1864","Bxc4","Bxc4","9... Bxc4","9...Bxc4 10.dxc4 Bb4! 11.Qd3 Bxc3+ 12.bxc3µ The moves speak for themselves. To keep equal material White had to accept tripled, isolated pawns.","black","","","data_output/extracted_images/diagram_495_page_419.png","419","419","419"
"420","551","Kolisch - Steinitz","1867","Bg4","Bg4!","9... Bg4!","9...Bg4! An active move, making use of White’s dubious development. Black threatens ...Rd8 and if the queen moves, then ...Rd1 mate. 10.Be3 10.Be2 Rd8 11.Qc4 Bb6-+ White can’t develop properly and if nothing else, Black continues smoothly with ...0-0 and ...Rfe8. 10.Nxc5 Rd8µ 10...Rd8 11.Qc4 Bxe3 12.fxe3 0-0-+ Losing the e4-pawn is far from White’s only problem.","black","","","data_output/extracted_images/diagram_496_page_420.png","420","420","420"
"421","553","Steinitz - Baker","1868","h3","h3!","25. h3!","25.h3!+- Avoiding ...h4-h3, weakening White’s king.","white","","","data_output/extracted_images/diagram_497_page_421.png","421","421","421"
"422","554","Steinitz - Mocatta","1875","Bxc6","Bxc6!","10. Bxc6!","10.Bxc6! Avoiding ...Nd4. You don’t need to plan any further than this to solve the exercise. 10...bxc6 11.0-0-0!?+/- Normal. Instead, Steinitz started with 11.Ne2² and castled short ten moves later. 11.Bg5?! Bd4 12.Ne2 Bxb2 13.Rb1 Rb8 14.c3² is unnecessarily complicated.","white","","","data_output/extracted_images/diagram_498_page_422.png","422","422","422"
"422","555","Zukertort - Steinitz","1875","Bxd4","Bxd4!","29... Bxd4!","29...Bxd4! The knight must not be allowed to reach the outpost on e6. 30.Rxd4 Ng6³ In addition, Black gets a beautiful knight on e5, which White can’t challenge with the bishop.","black","","","data_output/extracted_images/diagram_499_page_422.png","422","422","423"
"423","557","Steinitz - Sellman","1885","Rxd6","Rxd6!","22. Rxd6!","22.Rxd6! Exchanging two pieces puts an end to Black’s active possibilities. 22.Rae1? c5³ and it’s too late to get rid of Black’s dark-squared bishop. 22...Rxd6 23.Bb4² Black has weak pawns and the bishop hits empty air.","white","","","data_output/extracted_images/diagram_500_page_425.png","425","423","425"
"424","558","Steinitz - Zukertort","1886","Rxd6","Rxd6!","22. Rxd6!","22.Rxd6! Exchanging two pieces puts an end to Black’s active possibilities. 22.Rae1? c5³ and it’s too late to get rid of Black’s dark-squared bishop. 22...Rxd6 23.Bb4² Black has weak pawns and the bishop hits empty air.","white","","","data_output/extracted_images/diagram_501_page_425.png","425","424","425"
"425","559","Zukertort - Steinitz","1886","f5","f5!","30... f5!","30...f5! White’s rook has no convenient way back. 31.Rg6? Making things worse. The knight can’t reach d6 after 31.c5 Qe7 32.Nc4 as Black has 32...Bb5!, and if 33.a4 Bxc4 34.Qxc4 Rxc5µ Black","black","","","data_output/extracted_images/diagram_502_page_425.png","425","425","425"
"426","560","Steinitz - Zukertort","1886","a6","a6!","22. a6!","22.a6! Undermining the c6-pawn. Black is forced to give up the bishop pair. (Given another move, Black would have played ...a7-a6.) 22...Bxd3 22...b6? 23.Nxc6+- 23.Nxd3 b6² The pawn on a6 is an asset.","white","","","data_output/extracted_images/diagram_503_page_426.png","426","426","426"
"426","561","Steinitz - Zukertort","1886","f4","f4!","35. f4!","35.f4! Improving the scope of White’s queen, rook and dark-squared bishop, while not allowing Black’s knight to settle on d4. 35...Qd7 36.f5!+/- Preventing a check on g4. 36.fxe5 attacks f7, but 36...Nxe5 37.Bxe5 Bxe5 38.Qxf7+ Qxf7 39.Rxf7 Kh8= gives Black enough counterplay with ...Bxb2 or ...Rc2 coming. 36...Kh7 37.Qxb6 Nd4 38.Qxa5+/-","white","","","data_output/extracted_images/diagram_504_page_426.png","426","426","427"
"427","562","Steinitz - Chigorin","1889","Bxe7","Bxe7!","13. Bxe7!","13.Bxe7! Keeping Black’s king in the centre. 13...Kxe7 14.d6+! Just look at the state of Black’s queenside pieces. 14...Kf8 White just needs to prevent ...Bc5xd6 to have a winning position. Chigorin did that with: 15.Qb4!","white","","","data_output/extracted_images/diagram_505_page_428.png","428","427","428"
"427","563","Chigorin - Steinitz","1889","Bxe7","Bxe7!","13. Bxe7!","13.Bxe7! Keeping Black’s king in the centre. 13...Kxe7 14.d6+! Just look at the state of Black’s queenside pieces. 14...Kf8 White just needs to prevent ...Bc5xd6 to have a winning position. Chigorin did that with: 15.Qb4!","white","","","data_output/extracted_images/diagram_506_page_428.png","428","427","428"
"428","564","Steinitz - Chigorin","1890","f3","f3!","21... f3!","21...f3! Opening the f-file at the small cost of a pawn. 22.gxf3 exf3 23.Bxf3 23.Nxf3 Bh3+ 24.Ke1 Rxf3 Most straightforward. 25.Bxf3 Re8-+ White’s king won’t survive. 23...Bf5-+ Chigorin won","black","","","data_output/extracted_images/diagram_507_page_428.png","428","428","428"
"429","565","Steinitz - Lasker","1895","b6","b6!","15... b6!","15...b6!³ Preparing to develop the light-squared bishop to b7 or a6. 15...Nxc1? tries to win the d6- pawn, but White has 16.Ne7+! Bxe7 17.dxe7 Re8 18.Rxc1 Rxe7 19.Re1² when Black is too passive with the back rank vulnerable. 16.Nf4 16.Ne7+ Bxe7 17.dxe7 Re8µ 16...Nxf4 17.Bxf4 Bb7³","black","","","data_output/extracted_images/diagram_508_page_430.png","430","429","430"
"429","566","Lasker - Steinitz","1896","b6","b6!","15... b6!","15...b6!³ Preparing to develop the light-squared bishop to b7 or a6. 15...Nxc1? tries to win the d6- pawn, but White has 16.Ne7+! Bxe7 17.dxe7 Re8 18.Rxc1 Rxe7 19.Re1² when Black is too passive with the back rank vulnerable. 16.Nf4 16.Ne7+ Bxe7 17.dxe7 Re8µ 16...Nxf4 17.Bxf4 Bb7³","black","","","data_output/extracted_images/diagram_509_page_430.png","430","429","430"
"430","567","Steinitz - Schiffers","1896","b3","b3!","18. b3!","18.b3!² To keep White’s king safe, it’s important to prevent the b6-knight from reaching c4. 18.Bb1? Nc4µ; 18.Bb5 is met by 18...Bd7! and Black will obtain great play on the light squares. If White gets","white","","","data_output/extracted_images/diagram_510_page_430.png","430","430","430"
"431","568","Lasker - Marshall","1907","g3","g3","15. g3","15.g3 Releasing the bishop from the defence of the g-pawn. No evaluation or further arguments are needed, although it’s worth mentioning one small detail: 15...Ne7 16.d5!² The a7-pawn is hanging.","white","","","data_output/extracted_images/diagram_511_page_431.png","431","431","431"
"431","569","Blumenfeld - Alekhine","1908","h3","h3!","29... h3!","29...h3! It doesn’t have to be difficult. After ...hxg2, White can’t defend against both ...f4-f3+ and ...Qxe4+. 29...Qxe4? 30.Nxh4= The game ended: 30.Qe6 30.gxh3 Qxe4 31.Nd4 Rd5-+ 30...hxg2 31.Kxg2 f3+ 32.Kg1 Qxf1+ 33.Kxf1 Rd1# 0-1","black","","","data_output/extracted_images/diagram_512_page_432.png","432","431","432"
"432","570","Alekhine - Dus Chotimirsky","1911","e5","e5!","21. e5!","21.e5! Opening up Black’s king. 21...fxe5 21...Rad8 was the game. 22.Rde1+/- 22.Rde1 Black can’t defend the pawn: 22...Rhe8 23.Rxe5 Qxe5 24.Rxe5 Rxe5 25.Qc3 Rae8 26.f4+-","white","","","data_output/extracted_images/diagram_513_page_432.png","432","432","432"
"433","571","Alekhine - Levenfish","1912","d4","d4!","11. d4!","11.d4! Fighting for the centre and opening the position, as Black is two moves away from castling short. 11...Nge7 11...e4? is refuted by: 12.Nxe4! dxe4 13.Qxe4+- The pin and the d4-d5 fork ensure that White will immediately regain the piece with interest. 11...0-0-0+/- is not what Black wants with the c-pawn missing. 12.dxe5 Bxe5 12...fxe5 13.Ng5 Bg8 Black is again two moves from castling. 14.Rad1+- 13.Nxe5 fxe5 14.Rad1 0-0-0+/- Euwe went on to win a great game. 14...Rd8 15.f4+/-","white","","","data_output/extracted_images/diagram_514_page_434.png","434","433","434"
"433","572","Euwe - Reti","1920","d4","d4!","11. d4!","11.d4! Fighting for the centre and opening the position, as Black is two moves away from castling short. 11...Nge7 11...e4? is refuted by: 12.Nxe4! dxe4 13.Qxe4+- The pin and the d4-d5 fork ensure that White will immediately regain the piece with interest. 11...0-0-0+/- is not what Black wants with the c-pawn missing. 12.dxe5 Bxe5 12...fxe5 13.Ng5 Bg8 Black is again two moves from castling. 14.Rad1+- 13.Nxe5 fxe5 14.Rad1 0-0-0+/- Euwe went on to win a great game. 14...Rd8 15.f4+/-","white","","","data_output/extracted_images/diagram_515_page_434.png","434","433","434"
"434","573","Rabinovich - Alekhine","1920","Bxe4","Bxe4!","15... Bxe4!","15...Bxe4! Making sure that the bishops are exchanged. If White were to move, then 16.Bd3 would be strong. 16.Rxe4 Otherwise ...Nxc4. 16...Qh5³ The pawn on c4 is weak, and without the bishop pair, White does not have enough active play.","black","","","data_output/extracted_images/diagram_516_page_434.png","434","434","435"
"435","574","Alekhine - Teichmann","1921","a4","a4!","17. a4!","17.a4! Activating the rook with a threat. 17...b4 17...f6+/- was played. 18.cxb4 Bxb4 19.Rfc1+/- White has some pressure against the pawns, along with better bishops and (soon) better rooks.","white","","","data_output/extracted_images/diagram_517_page_435.png","435","435","435"
"435","575","Alekhine - Marotti","1922","d6","d6!","15. d6!","15.d6! Opening lines for the queen, rook and the bishop on e3. Black doesn’t lose material yet, but will be horribly passive. Alekhine’s 15.Rc1 was less clear. 15...Qd8! 16.dxc7 Qxc7 17.Qd6 Rfc8 18.a4+- White is dominating.","white","","","data_output/extracted_images/diagram_518_page_435.png","435","435","436"
"436","576","Bogoljubow - Alekhine","1922","d5","d5!","10... d5!","10...d5!µ Black attacks the centre and plans to open the diagonal of the g7-bishop by recapturing with the knight. White is not active enough to use the queenside pawn majority. 10...dxc5? 11.Nxc5 Bc8+/- left Black passive in the game.","black","","","data_output/extracted_images/diagram_519_page_437.png","437","436","437"
"438","579","Bogoljubow - Alekhine","1923","Bf4","Bf4!","9. Bf4!","9.Bf4!+/- Making sure that it’s possible to capture on e5 with a minor piece. 9.0-0 allows Black some respite with: 9...cxd4 (The game continuation of 9...e5 also enables Black to give back the pawn to free the position.) 10.Qxd4 e5 11.Nxe5 Nxe5 12.Qxe5 Qd6²","white","","","data_output/extracted_images/diagram_520_page_438.png","438","438","438"
"438","580","Alekhine - Lille","1925","c4","c4","17. c4","17.c4 Using the doubled pawn before it’s too late. 17...dxc4 17...c6 18.cxd5 cxd5 19.c4² 18.Bxc4+ Kh8 18...Be6 19.d5² 19.Ng3² The bishop pair gives White an advantage.","white","","","data_output/extracted_images/diagram_521_page_438.png","438","438","439"
"439","581","Alekhine - Colle","1925","Nb5","Nb5!","12. Nb5!","12.Nb5!+/- The queen has to stay on d8 to defend c7, so Black has no defence against Bxf6, doubling the pawns.","white","","","data_output/extracted_images/diagram_522_page_440.png","440","439","440"
"439","582","Alekhine - Yates","1926","Nb5","Nb5!","12. Nb5!","12.Nb5!+/- The queen has to stay on d8 to defend c7, so Black has no defence against Bxf6, doubling the pawns.","white","","","data_output/extracted_images/diagram_523_page_440.png","440","439","440"
"440","583","Alekhine - Zagrodzki","1928","f6","f6µ","20... f6µ","20...f6µ 20...e5? restricted the bishop and weakened numerous squares. White can respond with: 21.Ba3! Bd6 22.Rd1© With the pawn on e7, the bishop would be stable on d6.","black","","","data_output/extracted_images/diagram_524_page_440.png","440","440","440"
"441","584","Euwe - Bogoljubow","1928","Qc3","Qc3!","17. Qc3!","17.Qc3! Threatening the e5-pawn is the only way to avoid ...Ne6-f4. 17...Nfd7 17...Ncd7 is not critical since Black’s knight can no longer reach f4. White is much better since the bishop on g6 is out of play. 18.a4+/- is a good move, playing for the d6-square. 18.f4 Again creating a threat to avoid ...Ne6. Black is forced to react passively. 18...f6 19.b4 Na6 20.f5+/- g4-g5 comes sooner or later.","white","","","data_output/extracted_images/diagram_525_page_441.png","441","441","441"
"441","585","Bogoljubow - Alekhine","1929","Rc1","Rc1!","30. Rc1!","30.Rc1!= Keeping Black’s pawn on c5. 30.Qc2? c4 was bad for White, with ...Bf6 and ...c4-c3 coming.","white","","","data_output/extracted_images/diagram_526_page_441.png","441","441","442"
"442","586","Alekhine - Flohr","1931","h4","h4!","24. h4!","24.h4! Attacking the king is logical with Black’s queen on the other wing. 24...Ba6 White has a good choice, but the exercise ends here. There’s no need to decide on your next move before executing 24.h4. 25.Bf3 25.Bxa6 Qxa6 26.Qf6! (26.h5 runs into the triple threat 26...Qe2.) 26...h5 The only way to avoid h4-h5. (26...Qe2 27.Rd7 Qxe4 28.h5+-) 27.Rd7 Threatening Rg5xg6+ with mate to follow. 27...Ra7 28.Rd2! The rook on a7 can’t challenge White on the c-file. The threat is g2-g4. 28...Qb7 29.Rxh5! gxh5 30.Qg5+ Kh7 31.Rd3 Qxe4 32.Qxh5+ Kg7 33.Rg3+ Qg6 34.Qc5 Qxg3 35.fxg3+- White advances the kingside pawns. This line was, of course, far too long for anyone to calculate. 25...f6 25...Rac8 is met by: 26.Rxc8 Rxc8 27.h5+- 26.Qe3 Rad8 27.Rxd8 Rxd8 A position from The Woodpecker Method. There is a tactical win: 28.e5! f5 29.Rc8 Black resigned. 1-0","white","","","data_output/extracted_images/diagram_527_page_442.png","442","442","442"
"442","587","Bernstein - Alekhine","1932","Nb7","Nb7!","16... Nb7!","16...Nb7!µ Avoiding Bxc5, which would close the c-file and thus safeguard the weak c-pawns. Black can attack them with ...Qa4 and ...Na5. 16...exd5 17.cxd5 f5 18.Bxc5 bxc5 19.Rae1=","black","","","data_output/extracted_images/diagram_528_page_443.png","443","442","443"
"443","588","Alekhine - Sultan Khan","1932","Bxf6","Bxf6","10. Bxf6","10.Bxf6 Weakening Black’s pawn structure. (Positional chess consists mostly of easy moves.) 10...gxf6 11.cxd5 exd5?+/- 11...Nb4 would have limited Black’s disadvantage.","white","","","data_output/extracted_images/diagram_529_page_443.png","443","443","443"
"444","589","Alekhine - Bogoljubow","1934","d4","d4!","11. d4!","11.d4!² Instead of allowing Black to get rid of the doubled pawns, White gets an advantage in the centre (with a pawn majority on the kingside).","white","","","data_output/extracted_images/diagram_530_page_444.png","444","444","444"
"444","590","Bogoljubow - Alekhine","1934","b5","b5","15... b5","15...b5 Preparing to attack the knight that defends the e4-pawn. (After 16...b4 17.axb4 axb4 Black","black","","","data_output/extracted_images/diagram_531_page_444.png","444","444","444"
"445","591","Alekhine - Euwe","1936","Na4","Na4!","16. Na4!","16.Na4!² Catching the bishop, winning the dark squares. Note that 16...Ng4?! followed by the exchanging ...Bd6 does not improve Black’s situation on those squares.","white","","","data_output/extracted_images/diagram_532_page_445.png","445","445","445"
"445","592","Winter - Alekhine","1936","h5","h5!","16... h5!","16...h5!µ Preventing f4-f5, which would have activated practically all of White’s pieces. By chasing the knight away from g3, Black also enables ...Nf5. 17.h4 would avoid one problem while creating a new one by weakening the g4-square: 17...Qg4µ","black","","","data_output/extracted_images/diagram_533_page_446.png","446","445","446"
"446","593","Alekhine - Alexander","1937","Bc5","Bc5!","9... Bc5!","9...Bc5! To stop short castling. 9...dxe4?! 10.Nxe4³ Exchanging pieces makes life easier for White. 9...Bxc3? 10.Bxc3 dxe4 11.Bxe4² 10.Qe2 The queen is badly placed on the e-file but has no other","black","","","data_output/extracted_images/diagram_534_page_446.png","446","446","446"
"447","594","Alekhine - Euwe","1937","f4","f4!","16. f4!","16.f4!² Securing the knight on d4 for the moment. Playing ...f7-f6 and ...e6-e5 would leave Black with a weak e-pawn.","white","","","data_output/extracted_images/diagram_535_page_447.png","447","447","447"
